k,theta,sigma,v0,rho,T,Strike,Price
0.739383,0.297521,0.678399,0.632165,-0.680377,0.524071,1.027240,0.223448
0.858480,0.574337,0.101427,0.246724,-0.215077,0.626038,1.082040,0.227897
0.885804,0.606095,0.703346,0.621737,-0.204881,1.898129,1.063320,0.437356
0.438027,0.592428,0.643946,0.549689,-0.043708,0.286021,0.926280,0.116426
0.045789,0.666846,0.226266,0.047565,-0.546232,1.919596,1.196280,0.262287
0.671964,0.303367,0.104594,0.321063,-0.007771,0.773429,0.712360,0.060193
0.140235,0.679328,0.696615,0.793404,-0.698098,1.284987,1.355320,0.590657
0.633552,0.485067,0.125285,0.197507,-0.618700,1.453271,1.265800,0.436715
0.803931,0.274216,0.983418,0.713219,-0.741362,0.230438,1.347960,0.391971
0.072122,0.526621,0.348630,0.034688,-0.678596,0.223729,1.253640,0.253660
0.740868,0.736998,0.363084,0.245618,-0.981139,1.319104,1.180920,0.395101
0.716612,0.495890,0.569796,0.726412,-0.744826,0.497429,1.271880,0.403572
0.546729,0.031133,0.565143,0.146315,-0.931342,0.967779,1.388760,0.389783
0.687507,0.752166,0.416049,0.299891,-0.524254,1.446562,1.166040,0.417996
0.905505,0.177441,0.616623,0.487990,-0.414958,1.126096,1.117160,0.313245
0.992723,0.670401,0.583161,0.129409,-0.341797,0.588279,1.054360,0.182749
0.827195,0.729967,0.926096,0.310398,-0.856399,1.366254,0.949640,0.249533
0.803040,0.593850,0.980943,0.371070,-0.767003,0.435137,1.292520,0.344424
0.748391,0.064629,0.262698,0.748611,-0.758489,0.857954,0.975720,0.252850
0.784626,0.154136,0.382290,0.557905,-0.852143,0.174854,0.654280,0.011152
0.756906,0.521565,0.842442,0.332834,-0.363478,1.017038,1.363720,0.481129
0.577320,0.663054,0.661470,0.279588,-0.936886,1.505788,0.776440,0.161096
0.405951,0.215835,0.585635,0.301866,-0.367240,1.517479,1.019880,0.246213
0.590487,0.293966,0.110931,0.010908,-0.134392,0.934238,0.608600,0.002848
0.706812,0.503158,0.218049,0.553639,-0.808781,1.677904,0.907000,0.294551
0.294575,0.411834,0.267153,0.207856,-0.756607,0.868496,0.837000,0.094999
0.890556,0.291438,0.080933,0.251464,-0.617017,1.450204,0.941960,0.208988
0.378132,0.045274,0.813732,0.698051,-0.416146,1.360504,0.851720,0.219304
0.994011,0.310082,0.797793,0.221523,-0.178646,1.306837,0.976280,0.201252
0.516930,0.188027,0.560292,0.464606,-0.520196,1.782938,1.070200,0.331667
0.326652,0.393427,0.531780,0.513428,-0.508315,1.426246,1.273560,0.487405
0.616919,0.569518,0.608109,0.784477,-0.215770,0.358088,1.225960,0.355097
0.432681,0.079797,0.104198,0.216388,-0.297643,0.333171,0.623880,0.003248
0.022821,0.675299,0.191219,0.121903,-0.360013,1.536646,0.823000,0.088014
0.921048,0.520459,0.041334,0.174912,-0.163894,0.951488,0.622760,0.040840
0.141522,0.730125,0.481488,0.404487,-0.403870,0.978513,0.638920,0.074310
0.827790,0.450543,0.461193,0.406620,-0.130730,0.257654,0.895960,0.077089
0.507327,0.728782,0.360114,0.635009,-0.354173,1.760512,0.895640,0.331079
0.415851,0.505132,0.113504,0.697814,-0.509702,0.745063,1.160440,0.382626
0.368727,0.365303,0.206268,0.312057,-0.693346,0.618179,0.943480,0.142462
0.713148,0.636589,0.181716,0.679407,-0.613949,1.890654,1.197960,0.559762
0.555639,0.295546,0.443175,0.504896,-0.483664,1.739237,0.790360,0.196555
0.933324,0.364355,0.873032,0.415784,-0.585238,1.023746,1.019640,0.239461
0.133404,0.755800,0.789180,0.412782,-0.615830,1.522271,0.740920,0.148801
0.487527,0.644252,0.543165,0.112582,-0.379319,1.339229,0.755240,0.099123
0.297645,0.641724,0.774231,0.103734,-0.963418,0.287938,1.208200,0.209836
0.429215,0.601828,0.994803,0.182813,-0.288733,0.840896,1.224360,0.309394
0.324078,0.364039,0.763935,0.059099,-0.927878,1.822229,1.262920,0.294371
0.599892,0.362538,0.896595,0.564146,-0.078259,1.423946,1.370280,0.573816
0.705723,0.743318,0.648698,0.511058,-0.152906,0.918138,0.854600,0.190404
0.723147,0.773811,0.432879,0.287172,-0.947578,0.412904,1.256440,0.316540
0.910752,0.384658,0.987873,0.347449,-0.879367,1.496588,0.708840,0.116801
0.828681,0.304315,0.066975,0.295151,-0.751954,1.632671,0.904200,0.213793
0.446244,0.180838,0.191616,0.452440,-0.695326,0.441846,0.872120,0.105127
0.967082,0.501815,0.080537,0.245776,-0.946094,0.994996,1.322440,0.450979
0.569796,0.677511,0.562470,0.115663,-0.241708,0.337771,0.718840,0.009357
0.289032,0.432216,0.903426,0.559959,-0.802246,0.477304,0.627400,0.047441
0.143403,0.249489,0.034107,0.698604,-0.175378,0.529821,1.280680,0.431200
0.281211,0.238350,0.384665,0.156190,-0.533165,1.149288,1.153480,0.257119
0.977181,0.546924,0.976191,0.665740,-0.867587,0.962988,1.234360,0.415643
0.594050,0.342551,0.893031,0.618340,-0.499801,1.839671,1.111240,0.396088
0.937878,0.446831,0.266163,0.242616,-0.838877,0.468871,0.754280,0.042091
0.011931,0.401880,0.582863,0.409226,-0.620680,1.020296,0.868200,0.166314
0.793932,0.751060,0.229533,0.448411,-0.261805,1.478763,1.002840,0.353194
0.947183,0.571730,0.264084,0.058783,-0.369022,0.570646,1.253880,0.299757
0.073014,0.444540,0.221117,0.183287,-0.021038,1.142196,1.350760,0.434422
0.486735,0.566516,0.400803,0.765912,-0.484853,0.814254,1.024840,0.309424
0.179835,0.154768,0.832641,0.595114,-0.809374,1.778338,1.353320,0.517352
0.525938,0.793562,0.814128,0.026709,-0.117562,1.671579,0.971160,0.234605
0.176865,0.234084,0.160232,0.378259,-0.464656,0.513913,0.609880,0.023021
0.133899,0.407805,0.715722,0.045195,-0.120730,1.606029,0.795080,0.043368
0.162015,0.624660,0.803435,0.706188,-0.789475,1.931671,1.301720,0.557182
0.978468,0.260864,0.851450,0.353532,-0.432383,1.692854,0.782360,0.143012
0.666420,0.237244,0.379715,0.012488,-0.149539,1.738854,1.051480,0.192915
0.484161,0.593613,0.262896,0.605067,-0.453271,0.679321,0.872360,0.175181
0.018861,0.603567,0.925998,0.766149,-0.801851,0.580229,1.060440,0.276644
0.680082,0.223498,0.991635,0.385132,-0.648500,1.954479,1.341240,0.462774
0.612168,0.282116,0.060045,0.472585,-0.192505,0.430921,0.831720,0.088953
0.640580,0.353927,0.805019,0.349977,-0.333085,0.830929,0.913000,0.153097
0.484061,0.738499,0.469508,0.248146,-0.586426,0.610896,0.877320,0.107633
0.364470,0.518563,0.690180,0.331254,-0.094100,1.053646,0.776040,0.114646
0.631868,0.653021,0.093803,0.658946,-0.910751,0.417696,0.750440,0.082520
0.626622,0.057440,0.881943,0.523382,-0.610978,1.564821,1.211880,0.372163
0.350214,0.724911,0.678497,0.281721,-0.673646,1.314312,0.982200,0.236444
0.573755,0.149712,0.687507,0.599301,-0.803929,1.724862,1.135240,0.372708
0.948570,0.240088,0.271904,0.299259,-0.026185,0.560104,1.187720,0.282121
0.368925,0.247198,0.356847,0.688255,-0.984109,1.621746,1.109240,0.419155
0.455847,0.432769,0.497229,0.493283,-0.689980,1.120154,0.896040,0.212093
0.315663,0.495258,0.323979,0.767966,-0.013909,1.022788,1.307160,0.553798
0.208545,0.077663,0.763440,0.146947,-0.634937,0.752921,0.700760,0.028457
0.470796,0.744503,0.289329,0.454652,-0.415849,0.273754,1.339720,0.385512
0.119742,0.164168,0.175479,0.112661,-0.308038,1.512304,0.747640,0.053575
0.037968,0.548030,0.898278,0.722462,-0.918176,0.905488,0.819960,0.186684
0.758688,0.319483,0.802346,0.555061,-0.502771,0.691588,1.333720,0.444006
0.193992,0.493994,0.449412,0.018177,-0.158747,0.341029,1.386360,0.386549
0.548511,0.065576,0.138453,0.502763,-0.264181,1.732338,0.875000,0.222987
0.615336,0.791192,0.561777,0.397535,-0.020542,1.061504,0.763080,0.145465
0.598407,0.657129,0.579002,0.123010,-0.822442,1.270996,1.305240,0.413537
0.890952,0.303051,0.258539,0.306053,-0.530194,0.527138,0.675880,0.030633
0.192606,0.172227,0.931046,0.077822,-0.611770,1.188196,1.068920,0.122609
0.719286,0.019994,0.573459,0.055781,-0.497821,0.735096,1.369480,0.371479
0.452085,0.390820,0.276360,0.106577,-0.528809,0.429388,1.395640,0.402638
0.861054,0.115031,0.529206,0.102707,-0.067666,1.866888,1.386120,0.450576
0.815613,0.129330,0.351105,0.777446,-0.394762,1.350537,1.089640,0.376604
0.392190,0.239140,0.458817,0.507108,-0.515740,0.545538,1.229320,0.347812
0.468618,0.477325,0.974310,0.572204,-0.108950,1.851554,1.391640,0.636559
0.248937,0.125854,0.694338,0.427713,-0.018463,0.155304,1.191640,0.231937
0.401397,0.038322,0.509999,0.451255,-0.501781,1.799996,1.346200,0.508092
0.469311,0.325724,0.721365,0.294124,-0.470794,1.773737,0.889160,0.194407
0.540294,0.557194,0.259331,0.752561,-0.527918,1.810921,1.385800,0.697691
0.115979,0.319088,0.857490,0.330937,-0.608800,1.277704,1.384520,0.462868
0.173103,0.179337,0.327443,0.405909,-0.629293,1.276746,0.924760,0.218688
0.077963,0.616444,0.575043,0.253675,-0.323779,1.713171,1.232040,0.392556
0.487131,0.388529,0.589596,0.216230,-0.127462,1.939912,0.888360,0.203718
0.983814,0.595746,0.710970,0.095043,-0.263092,1.262563,0.707720,0.091616
0.222504,0.635246,0.075884,0.460814,-0.801751,1.090254,1.352680,0.530930
0.557817,0.692520,0.757104,0.585555,-0.775417,1.964638,0.611320,0.160260
0.480002,0.679880,0.189834,0.229897,-0.722947,1.497162,0.915080,0.229286
0.810365,0.354638,0.372192,0.247672,-0.956686,0.813296,0.769960,0.078341
0.198150,0.559801,0.162114,0.212912,-0.178348,0.908554,0.654040,0.037880
0.405159,0.573705,0.605238,0.020152,-0.898474,0.984838,1.098120,0.172375
0.704435,0.240799,0.042324,0.555851,-0.336847,1.181871,1.261960,0.468848
0.670578,0.657761,0.817196,0.180127,-0.134591,0.331254,0.654600,0.007849
0.458520,0.233531,0.435453,0.461446,-0.351697,0.300013,0.886840,0.087624
0.699981,0.524014,0.041433,0.637458,-0.414166,0.827096,1.201640,0.415312
0.571380,0.358825,0.468618,0.656576,-0.174982,1.924579,1.020840,0.391442
0.411990,0.029000,0.690576,0.395244,-0.692257,0.796238,0.849880,0.119850
0.018564,0.081140,0.327543,0.791508,-0.434362,1.115554,1.271560,0.543362
0.684141,0.754536,0.119445,0.577260,-0.193693,0.759246,1.268840,0.454330
0.969162,0.639827,0.633749,0.477641,-0.987772,0.723596,0.702840,0.092315
0.425454,0.110528,0.091725,0.758723,-0.686615,1.027579,1.350680,0.563149
0.595931,0.264736,0.658896,0.433717,-0.928768,0.584829,1.338760,0.402365
0.907584,0.540999,0.484260,0.116532,-0.332095,0.272604,0.677560,0.003500
0.671270,0.731468,0.532275,0.250674,-0.330016,1.998371,0.766440,0.213506
0.361005,0.298311,0.734730,0.757617,-0.600583,0.702129,1.149080,0.354251
0.643551,0.471479,0.148056,0.015017,-0.929758,0.704813,1.238120,0.270063
0.582171,0.311267,0.892931,0.468398,-0.779179,0.191721,0.613560,0.008672
0.633255,0.656102,0.132315,0.178863,-0.879269,0.730113,0.985240,0.166957
0.610781,0.172622,0.839175,0.371465,-0.347638,0.897629,0.986200,0.187917
0.346056,0.467292,0.557421,0.421867,-0.101920,0.143229,1.230440,0.260044
0.430899,0.799803,0.997970,0.466344,-0.033214,1.114788,0.702760,0.121980
0.450995,0.033344,0.860955,0.083431,-0.454558,1.854429,1.192920,0.225237
0.762450,0.620631,0.764331,0.513270,-0.065389,0.299246,0.963800,0.134822
0.099743,0.790402,0.153105,0.107762,-0.093109,1.869762,0.929560,0.177248
0.706020,0.434665,0.968963,0.576154,-0.223492,0.967588,0.961560,0.240385
0.576231,0.400774,0.944511,0.092436,-0.001930,1.231129,0.813640,0.079580
0.260618,0.168830,0.655629,0.067314,-0.499999,0.838596,0.729480,0.018778
0.878577,0.428424,0.814920,0.446752,-0.678298,1.298404,0.978440,0.254327
0.084398,0.588557,0.167163,0.118665,-0.527027,0.897821,1.175640,0.249069
0.593556,0.188738,0.260817,0.638722,-0.859370,1.841013,1.295640,0.545114
0.516138,0.676721,0.371399,0.105945,-0.199336,0.497812,0.954120,0.091429
0.654144,0.174202,0.078261,0.575127,-0.273091,0.892454,0.980120,0.243060
0.971934,0.054833,0.284477,0.451571,-0.701365,0.785696,0.641880,0.046556
0.723245,0.202642,0.896397,0.186684,-0.915304,1.283838,0.993400,0.154745
0.080636,0.417522,0.025098,0.630585,-0.111226,0.369013,1.395480,0.476311
0.615237,0.214887,0.072618,0.101443,-0.419413,0.134796,1.062920,0.086670
0.613553,0.064708,0.529007,0.386080,-0.781853,0.879996,0.906200,0.147601
0.538017,0.231872,0.638601,0.423289,-0.196862,0.573713,0.769800,0.075050
0.422880,0.202563,0.248244,0.223498,-0.806899,0.945163,1.168840,0.280086
0.014505,0.369885,0.857688,0.138810,-0.350905,0.449129,0.779480,0.023017
0.123702,0.483724,0.595931,0.733601,-0.049153,1.302621,0.732440,0.194555
0.682260,0.187711,0.340215,0.489728,-0.070736,0.702896,0.655720,0.055129
0.134988,0.439168,0.584843,0.380629,-0.801454,1.659121,0.990040,0.266415
0.320118,0.551980,0.433175,0.671981,-0.573754,0.755796,1.270200,0.450912
0.089843,0.169936,0.699684,0.070948,-0.695029,0.595371,1.187800,0.195881
0.835116,0.482855,0.202704,0.469109,-0.169834,1.882988,1.008520,0.367103
0.451293,0.349029,0.895605,0.142286,-0.799474,1.449437,0.716760,0.071595
0.545442,0.510742,0.055194,0.385290,-0.220819,0.602463,1.172520,0.308138
0.465450,0.336468,0.153699,0.582237,-0.407533,1.690362,1.159320,0.463143
0.340908,0.273663,0.203595,0.766702,-0.496138,1.502913,1.373320,0.647937
0.978270,0.208251,0.629591,0.724832,-0.263390,1.896788,1.132200,0.425088
0.636522,0.633745,0.284973,0.308186,-0.922037,1.952563,0.953560,0.314969
0.399317,0.607201,0.569499,0.390188,-0.742153,1.425671,0.934920,0.246504
0.161520,0.356139,0.208941,0.120323,-0.951143,0.425362,1.342840,0.350202
0.218642,0.591638,0.489011,0.300207,-0.319819,0.397571,0.843560,0.065714
0.315860,0.161957,0.769478,0.400695,-0.790268,1.945279,1.114440,0.314627
0.754134,0.335836,0.176568,0.783292,-0.010444,0.313621,0.972600,0.173535
0.628305,0.194505,0.721266,0.736761,-0.380704,1.561371,1.088920,0.384812
0.293091,0.013516,0.450501,0.573468,-0.767597,1.070129,0.660360,0.103066
0.545343,0.346896,0.910752,0.455205,-0.772645,0.327613,0.651880,0.027276
0.769083,0.327304,0.674538,0.443434,-0.061033,0.487654,1.321560,0.403479
0.268439,0.510189,0.225276,0.142444,-0.150430,0.294838,0.630440,0.001201
0.973716,0.319562,0.463172,0.748848,-0.089248,1.261988,1.326040,0.557363
0.543165,0.018018,0.015990,0.115900,-0.710671,0.447021,0.993880,0.082900
0.998961,0.312689,0.983517,0.609650,-0.005099,1.459596,1.321400,0.536317
0.777497,0.769625,0.259728,0.651994,-0.972526,1.186854,0.667640,0.150853
0.250026,0.037058,0.342987,0.068104,-0.820364,1.027388,1.218440,0.230570
0.039156,0.378101,0.749480,0.243880,-0.729580,1.623854,1.209640,0.307936
0.384369,0.196085,0.670974,0.110686,-0.535540,0.754263,0.800440,0.040356
0.047075,0.780922,0.767498,0.153030,-0.751856,1.859413,0.683000,0.068045
0.809772,0.299259,0.138749,0.752245,-0.260023,1.249337,0.936920,0.288232
0.318335,0.504501,0.938868,0.416969,-0.180328,1.514796,1.394840,0.564650
0.629196,0.322169,0.570588,0.423368,-0.528412,1.947963,1.391400,0.577833
0.802842,0.310240,0.587418,0.468081,-0.032719,1.436021,1.202840,0.428312
0.934215,0.430952,0.419216,0.224920,-0.855707,1.831046,1.059560,0.322961
0.810960,0.166223,0.501684,0.759987,-0.248242,1.211388,1.383240,0.580941
0.076479,0.057756,0.895407,0.165591,-0.623056,0.098954,1.122520,0.131888
0.230226,0.419971,0.136472,0.464842,-0.315859,0.608404,1.115400,0.281970
0.732453,0.233294,0.941837,0.665819,-0.335461,0.552821,1.270360,0.394946
0.666123,0.096703,0.937284,0.442644,-0.720868,1.836029,1.220840,0.355971
0.350411,0.365461,0.323286,0.467450,-0.181813,0.981963,1.269720,0.443424
0.064301,0.452756,0.059946,0.344605,-0.919957,1.832579,1.179240,0.429849
0.060837,0.311583,0.773537,0.066683,-0.860557,1.195671,0.693480,0.025079
0.897881,0.795063,0.447234,0.191029,-0.445153,0.963371,0.973160,0.219265
0.430008,0.576154,0.432978,0.340892,-0.198940,1.205254,0.614120,0.073648
0.343977,0.619999,0.665430,0.396350,-0.189832,0.651913,0.926600,0.158744
0.975597,0.591796,0.308139,0.432216,-0.209236,1.848104,1.110840,0.447953
0.031929,0.288594,0.929264,0.169462,-0.160925,0.296371,0.675000,0.005487
0.759777,0.411044,0.660776,0.542737,-0.041926,0.863896,0.989160,0.246660
0.210921,0.673719,0.592269,0.423605,-0.053113,1.796738,1.157160,0.444447
0.536433,0.217098,0.999456,0.457180,-0.677605,0.477688,1.225320,0.304276
0.876597,0.179495,0.026780,0.440669,-0.485743,1.561179,0.857720,0.191665
0.503664,0.254624,0.468915,0.300365,-0.880456,1.125904,0.671080,0.071577
0.128057,0.386554,0.172311,0.526384,-0.929956,1.876471,1.359560,0.619151
0.703248,0.389714,0.175578,0.533573,-0.755518,0.608021,1.078920,0.265641
0.246363,0.367594,0.234087,0.589268,-0.372982,1.658738,0.951240,0.327317
0.204981,0.075135,0.363480,0.256914,-0.595534,1.108463,0.653480,0.051798
0.880458,0.597563,0.706614,0.471400,-0.886000,1.178421,0.658680,0.114379
0.191022,0.351715,0.480399,0.621184,-0.670477,0.729154,1.227240,0.398886
0.639096,0.191187,0.334769,0.421314,-0.580585,1.093704,0.990840,0.232340
0.501189,0.563356,0.149640,0.401485,-0.166468,1.225762,0.782600,0.160260
0.332294,0.280615,0.528909,0.356850,-0.343678,1.418579,0.967000,0.236077
0.948966,0.111239,0.390209,0.505370,-0.615928,0.880954,1.366200,0.472647
0.910356,0.654522,0.266757,0.042983,-0.950053,0.259763,0.983160,0.058481
0.086973,0.624265,0.321702,0.658709,-0.209830,1.990129,0.942920,0.380933
0.248739,0.297995,0.759084,0.130357,-0.351302,1.037354,1.008600,0.139383
0.304080,0.602619,0.296160,0.484356,-0.367834,1.775654,1.324840,0.589493
0.566033,0.589505,0.400011,0.667794,-0.806009,0.342754,0.878440,0.122116
0.348728,0.441143,0.460500,0.623159,-0.149737,1.638613,0.854120,0.269198
0.282696,0.614706,0.936393,0.789454,-0.582070,0.960688,0.632200,0.118793
0.822048,0.513507,0.747204,0.361116,-0.244876,1.714896,1.102520,0.381700
0.326256,0.054201,0.220622,0.770257,-0.845905,1.134337,0.856200,0.237122
0.573360,0.686042,0.223791,0.767413,-0.214880,1.647621,1.007720,0.420223
0.820167,0.701527,0.391398,0.129567,-0.797693,1.770288,1.168920,0.422652
0.825512,0.645911,0.821949,0.403776,-0.444856,1.619063,1.079800,0.375957
0.776309,0.769072,0.606129,0.615891,-0.078358,0.439354,1.290440,0.408199
0.140828,0.175703,0.987378,0.017466,-0.474062,1.715088,0.955960,0.042378
0.962727,0.477246,0.963915,0.106972,-0.390505,0.182712,0.819160,0.009968
0.326850,0.316481,0.752252,0.326514,-0.777892,0.327038,1.314600,0.339604
0.366549,0.084379,0.447036,0.452282,-0.258340,1.826829,0.757560,0.160464
0.704535,0.399431,0.797199,0.482459,-0.937580,0.565088,0.807640,0.103426
0.206268,0.093543,0.532374,0.464527,-0.028957,0.919096,1.277240,0.434012
0.926889,0.329200,0.294476,0.622132,-0.181417,0.499346,0.629160,0.044087
0.801258,0.305342,0.917088,0.426133,-0.865112,0.833996,0.636600,0.062896
0.327939,0.263156,0.505347,0.197823,-0.448816,1.798079,1.107000,0.284846
0.600585,0.184235,0.462381,0.039428,-0.075982,0.812913,1.127720,0.172661
0.252005,0.491387,0.498714,0.747347,-0.103208,0.297904,1.364040,0.444524
0.379715,0.281879,0.919365,0.087696,-0.548014,1.250487,1.312360,0.341288
0.551679,0.417285,0.221514,0.393427,-0.182605,0.385113,1.202360,0.288812
0.314277,0.372097,0.196664,0.351636,-0.365557,0.670504,0.961960,0.169092
0.323682,0.726333,0.090240,0.560275,-0.982328,1.421838,1.276840,0.546684
0.469112,0.121666,0.872835,0.417917,-0.068557,1.670813,0.839640,0.168310
0.660282,0.670480,0.845313,0.134227,-0.792743,0.882488,0.702920,0.060070
0.616028,0.604831,0.078459,0.092041,-0.277249,1.088913,1.203240,0.333079
0.709881,0.780290,0.316950,0.128145,-0.984604,1.345363,0.787240,0.148900
0.633156,0.051515,0.786903,0.348397,-0.317839,0.853163,1.150840,0.271165
0.625533,0.011383,0.112019,0.060600,-0.784822,0.107004,1.353960,0.353960
0.492080,0.653732,0.539304,0.278008,-0.687010,1.729654,1.359160,0.541086
0.216366,0.329358,0.664044,0.565489,-0.333481,0.689863,1.021720,0.245279
0.732849,0.317508,0.161718,0.147579,-0.928373,0.441271,1.111720,0.176906
0.652263,0.532783,0.725919,0.435376,-0.226463,0.878846,0.630600,0.067447
0.185478,0.013673,0.914613,0.065023,-0.487823,0.328188,1.088040,0.102900
0.595140,0.329753,0.319425,0.084852,-0.474754,1.847529,0.738760,0.093281
0.464856,0.356297,0.907386,0.220812,-0.080041,0.514679,1.373640,0.410388
0.454758,0.140706,0.913029,0.172543,-0.149836,1.146029,0.772600,0.057483
0.723542,0.067156,0.633849,0.193952,-0.220324,1.468604,1.261320,0.341798
0.498714,0.256203,0.785022,0.132806,-0.989555,1.349388,0.839960,0.093757
0.268935,0.050488,0.652659,0.759513,-0.852637,0.116396,0.884120,0.063226
0.441789,0.022996,0.508713,0.080744,-0.500099,0.468104,0.952520,0.049766
0.979854,0.707136,0.234681,0.508529,-0.495049,1.225379,0.753480,0.179339
0.186567,0.717090,0.753540,0.482223,-0.042223,0.812529,0.874680,0.168639
0.289230,0.291517,0.887189,0.589900,-0.849469,0.596713,1.342360,0.429709
0.930255,0.121746,0.308930,0.439800,-0.474160,1.046938,1.061320,0.261867
0.744530,0.267342,0.067569,0.532941,-0.614344,0.755413,1.389400,0.512303
0.724334,0.376521,0.748094,0.762515,-0.407138,1.119771,1.181160,0.429721
0.145284,0.272320,0.869766,0.345000,-0.448321,0.307104,0.982920,0.114964
0.054897,0.507977,0.049254,0.762357,-0.202306,1.573638,0.742440,0.243068
